trader,timestamp,a1_sum_buy,a1_mean_buy,a1_median_buy,a1_min_buy,a1_max_buy,a1_vol_sum_buy,a1_vol_mean_buy,a1_vol_median_buy,a1_vol_min_buy,a1_vol_max_buy, a1_sum_sell,a1_mean_sell,a1_median_sell,a1_min_sell,a1_max_sell,a1_vol_sum_sell,a1_vol_mean_sell,a1_vol_median_sell,a1_vol_min_sell,a1_vol_max_sell,diff_a1_sum_buy,diff_a1_mean_buy,diff_a1_median_buy,diff_a1_min_buy,diff_a1_max_buy,diff_a1_vol_sum_buy,diff_a1_vol_mean_buy,diff_a1_vol_median_buy,diff_a1_vol_min_buy,diff_a1_vol_max_buy, diff_a1_sum_sell,diff_a1_mean_sell,diff_a1_median_sell,diff_a1_min_sell,diff_a1_max_sell,diff_a1_vol_sum_sell,diff_a1_vol_mean_sell,diff_a1_vol_median_sell,diff_a1_vol_min_sell,diff_a1_vol_max_sell,severity,labels
T_4,2019-04-01 11:38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.5832,29.527733333333334,29.791600000000003,29.0,29.791600000000003,75.0,25.0,29.0,16.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.7916,-0.2638666666666687,0.0,-0.7916000000000025,0.0,37.0,-13.0,-9.0,-22.0,-8.0,0.5324543063873187,-1
T_1,2019-04-01 11:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.5832,-29.527733333333334,-29.791600000000003,-29.0,-29.791600000000003,-75.0,-25.0,-29.0,-16.0,-30.0,0.4900013331200346,1
T_6,2019-04-01 11:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4900013331200346,1
T_1,2019-04-01 11:42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,29.0,29.0,29.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,29.0,29.0,29.0,14.0,14.0,14.0,14.0,14.0,0.4775151752081999,1
T_1,2019-04-01 11:43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.0,-29.0,-29.0,-29.0,-29.0,-14.0,-14.0,-14.0,-14.0,-14.0,0.48250714233361025,1
T_6,2019-04-01 11:43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4900013331200346,1
T_1,2019-04-01 11:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,29.0,29.0,29.0,13.0,13.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,29.0,29.0,29.0,13.0,13.0,13.0,13.0,13.0,0.4775151752081999,1
T_1,2019-04-01 11:46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.0,-29.0,-29.0,-29.0,-29.0,-13.0,-13.0,-13.0,-13.0,-13.0,0.48250714233361025,1
T_6,2019-04-01 11:46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4900013331200346,1
T_1,2019-04-01 11:47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,29.0,29.0,29.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,29.0,29.0,29.0,12.0,12.0,12.0,12.0,12.0,0.4775151752081999,1
T_6,2019-04-01 11:47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.0,-29.0,-29.0,-29.0,-29.0,-12.0,-12.0,-12.0,-12.0,-12.0,0.48250714233361025,1
T_2,2019-04-01 11:48,29.0,29.0,29.0,29.0,29.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,29.0,29.0,29.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4900013331200346,1
T_2,2019-04-01 11:49,171.458,28.576333333333334,28.5666,28.1916,29.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.458,-0.42366666666666575,-0.4333999999999989,-0.8083999999999989,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4900013331200346,1
T_1,2019-04-01 11:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,29.0,29.0,29.0,14.0,14.0,14.0,14.0,14.0,-171.458,-28.576333333333334,-28.5666,-28.1916,-29.0,-6.0,-1.0,-1.0,-1.0,-1.0,29.0,29.0,29.0,29.0,29.0,14.0,14.0,14.0,14.0,14.0,0.5174928576663897,1
T_2,2019-04-01 11:50,256.8412,28.53791111111111,28.4416,28.1916,29.0,9.0,1.0,1.0,1.0,1.0,121.6164,30.4041,30.4416,29.791600000000003,30.9416,4.0,1.0,1.0,1.0,1.0,256.8412,28.53791111111111,28.4416,28.1916,29.0,9.0,1.0,1.0,1.0,1.0,92.6164,1.4040999999999997,1.441600000000001,0.7916000000000025,1.941600000000001,-10.0,-13.0,-13.0,-13.0,-13.0,0.5523079095743253,1
T_3,2019-04-01 11:50,29.0,29.0,29.0,29.0,29.0,81.0,81.0,81.0,81.0,81.0,116.0,29.0,29.0,29.0,29.0,53.0,13.25,13.0,10.0,17.0,-227.84120000000001,0.4620888888888892,0.5583999999999989,0.8083999999999989,0.0,72.0,80.0,80.0,80.0,80.0,-5.616399999999999,-1.4040999999999997,-1.441600000000001,-0.7916000000000025,-1.941600000000001,49.0,12.25,12.0,9.0,16.0,0.569546223939229,1
T_6,2019-04-01 11:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.0,-29.0,-29.0,-29.0,-29.0,-81.0,-81.0,-81.0,-81.0,-81.0,-116.0,-29.0,-29.0,-29.0,-29.0,-53.0,-13.25,-13.0,-10.0,-17.0,0.569546223939229,1
T_1,2019-04-01 11:51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4875026035157896,1
T_3,2019-04-01 11:51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4875026035157896,1
T_1,2019-04-01 11:52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,29.0,29.0,29.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,29.0,29.0,29.0,12.0,12.0,12.0,12.0,12.0,0.4850044983805899,1
T_1,2019-04-01 11:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.0,-29.0,-29.0,-29.0,-29.0,-12.0,-12.0,-12.0,-12.0,-12.0,0.4925005624493796,1
T_3,2019-04-01 11:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4875026035157896,1
T_4,2019-04-01 11:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.5832,-29.527733333333334,-29.791600000000003,-29.0,-29.791600000000003,-75.0,-25.0,-29.0,-16.0,-30.0,0.5349429451582145,-1
T_1,2019-04-01 11:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,29.0,29.0,29.0,11.0,11.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,29.0,29.0,29.0,11.0,11.0,11.0,11.0,11.0,0.4850044983805899,1
T_4,2019-04-01 11:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,29.0,29.0,29.0,11.0,11.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,29.0,29.0,29.0,11.0,11.0,11.0,11.0,11.0,0.4850044983805899,-1
T_1,2019-04-01 11:58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,29.0,29.0,29.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.46257015465625045,1
T_1,2019-04-01 11:59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.0,-29.0,-29.0,-29.0,-29.0,-10.0,-10.0,-10.0,-10.0,-10.0,0.4900013331200346,1
T_4,2019-04-01 11:59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.0,-29.0,-29.0,-29.0,-29.0,-11.0,-11.0,-11.0,-11.0,-11.0,0.4900013331200346,-1
T_2,2019-04-01 12:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,1.0,1.0,1.0,1.0,1.0,0.49750002083312506,1
T_2,2019-04-01 12:02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1916,30.1916,30.1916,30.1916,30.1916,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999986,0.3999999999999986,0.3999999999999986,0.3999999999999986,0.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.48250714233361025,1
T_2,2019-04-01 12:03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6916,30.6916,30.6916,30.6916,30.6916,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.48250714233361025,1
T_2,2019-04-01 12:05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9416,30.9416,30.9416,30.9416,30.9416,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.4850044983805899,1
T_2,2019-04-01 12:07,57.6916,28.8458,28.8458,28.6916,29.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.6916,28.8458,28.8458,28.6916,29.0,2.0,1.0,1.0,1.0,1.0,-30.9416,-30.9416,-30.9416,-30.9416,-30.9416,-1.0,-1.0,-1.0,-1.0,-1.0,0.5349429451582145,1
T_2,2019-04-01 12:10,28.4416,28.4416,28.4416,28.4416,28.4416,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.25,-0.40419999999999945,-0.40419999999999945,-0.25,-0.5583999999999989,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49750002083312506,1
T_2,2019-04-01 12:11,28.1916,28.1916,28.1916,28.1916,28.1916,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,-0.25,-0.25,-0.25,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4925005624493796,1
T_2,2019-04-01 12:12,29.0,29.0,29.0,29.0,29.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8083999999999989,0.8083999999999989,0.8083999999999989,0.8083999999999989,0.8083999999999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4925005624493796,1
T_2,2019-04-01 12:13,28.6916,28.6916,28.6916,28.6916,28.6916,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3083999999999989,-0.3083999999999989,-0.3083999999999989,-0.3083999999999989,-0.3083999999999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4925005624493796,1
T_2,2019-04-01 12:14,28.4416,28.4416,28.4416,28.4416,28.4416,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,-0.25,-0.25,-0.25,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4925005624493796,1
T_2,2019-04-01 12:15,28.1916,28.1916,28.1916,28.1916,28.1916,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,-0.25,-0.25,-0.25,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4925005624493796,1
T_2,2019-04-01 12:17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.1916,-28.1916,-28.1916,-28.1916,-28.1916,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5324543063873187,1
T_3,2019-04-01 12:17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,29.0,29.0,29.0,29.0,17.0,8.5,8.5,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,29.0,29.0,29.0,29.0,17.0,8.5,8.5,8.0,9.0,0.4875026035157896,1
T_4,2019-04-01 12:17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,29.0,29.0,29.0,29.0,17.0,8.5,8.5,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,29.0,29.0,29.0,29.0,17.0,8.5,8.5,8.0,9.0,0.4875026035157896,-1
T_3,2019-04-01 12:18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,29.0,29.0,29.0,29.0,20.0,6.666666666666667,7.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,3.0,-1.833333333333333,-1.5,-2.0,-2.0,0.4675456936126812,1
