trader,timestamp,a1_sum_buy,a1_mean_buy,a1_median_buy,a1_min_buy,a1_max_buy,a1_vol_sum_buy,a1_vol_mean_buy,a1_vol_median_buy,a1_vol_min_buy,a1_vol_max_buy, a1_sum_sell,a1_mean_sell,a1_median_sell,a1_min_sell,a1_max_sell,a1_vol_sum_sell,a1_vol_mean_sell,a1_vol_median_sell,a1_vol_min_sell,a1_vol_max_sell,diff_a1_sum_buy,diff_a1_mean_buy,diff_a1_median_buy,diff_a1_min_buy,diff_a1_max_buy,diff_a1_vol_sum_buy,diff_a1_vol_mean_buy,diff_a1_vol_median_buy,diff_a1_vol_min_buy,diff_a1_vol_max_buy, diff_a1_sum_sell,diff_a1_mean_sell,diff_a1_median_sell,diff_a1_min_sell,diff_a1_max_sell,diff_a1_vol_sum_sell,diff_a1_vol_mean_sell,diff_a1_vol_median_sell,diff_a1_vol_min_sell,diff_a1_vol_max_sell,severity,labels
T_3,2019-04-01 11:05,58.7916,29.3958,29.3958,29.0,29.791600000000003,84.0,42.0,42.0,29.0,55.0,116.0,29.0,29.0,29.0,29.0,19.0,4.75,4.0,3.0,8.0,58.7916,29.3958,29.3958,29.0,29.791600000000003,84.0,42.0,42.0,29.0,55.0,-127.2328,-1.4040999999999997,-1.441600000000001,-0.7916000000000025,-1.941600000000001,11.0,3.75,3.0,2.0,7.0,0.4900013331200346,1
T_4,2019-04-01 11:05,58.7916,29.3958,29.3958,29.0,29.791600000000003,84.0,42.0,42.0,29.0,55.0,116.0,29.0,29.0,29.0,29.0,19.0,4.75,4.0,3.0,8.0,58.7916,29.3958,29.3958,29.0,29.791600000000003,84.0,42.0,42.0,29.0,55.0,0.0,0.0,0.0,0.0,0.0,-12.0,-3.0,-3.5,-4.0,-1.0,0.5523079095743253,-1
T_6,2019-04-01 11:05,29.0,29.0,29.0,29.0,29.0,81.0,81.0,81.0,81.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.791600000000003,-0.39580000000000126,-0.39580000000000126,0.0,-0.7916000000000025,-3.0,39.0,39.0,52.0,26.0,-116.0,-29.0,-29.0,-29.0,-29.0,-19.0,-4.75,-4.0,-3.0,-8.0,0.4900013331200346,1
T_9,2019-04-01 11:05,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,35.0,35.0,35.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7916000000000025,0.7916000000000025,0.7916000000000025,0.7916000000000025,0.7916000000000025,-46.0,-46.0,-46.0,-46.0,-46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4900013331200346,1
T_1,2019-04-01 11:06,29.0,29.0,29.0,29.0,29.0,52.0,52.0,52.0,52.0,52.0,174.0,29.0,29.0,29.0,29.0,71.0,11.833333333333334,11.5,8.0,17.0,-0.7916000000000025,-0.7916000000000025,-0.7916000000000025,-0.7916000000000025,-0.7916000000000025,17.0,17.0,17.0,17.0,17.0,174.0,29.0,29.0,29.0,29.0,71.0,11.833333333333334,11.5,8.0,17.0,0.4900013331200346,1
T_2,2019-04-01 11:06,371.97439999999995,28.613415384615386,28.6916,28.1916,29.0,48.0,3.6923076923076925,1.0,1.0,36.0,243.2328,30.4041,30.4416,29.791600000000003,30.9416,8.0,1.0,1.0,1.0,1.0,342.97439999999995,-0.38658461538461353,-0.3083999999999989,-0.8083999999999989,0.0,-4.0,-48.30769230769231,-51.0,-51.0,-16.0,69.2328,1.4040999999999997,1.441600000000001,0.7916000000000025,1.941600000000001,-63.0,-10.833333333333334,-10.5,-7.0,-16.0,0.4900013331200346,1
T_3,2019-04-01 11:06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,29.0,29.0,29.0,29.0,52.0,13.0,13.0,11.0,15.0,-371.97439999999995,-28.613415384615386,-28.6916,-28.1916,-29.0,-48.0,-3.6923076923076925,-1.0,-1.0,-36.0,-127.2328,-1.4040999999999997,-1.441600000000001,-0.7916000000000025,-1.941600000000001,44.0,12.0,12.0,10.0,14.0,0.4900013331200346,1
T_4,2019-04-01 11:06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,29.0,29.0,29.0,29.0,52.0,13.0,13.0,11.0,15.0,-58.7916,-29.3958,-29.3958,-29.0,-29.791600000000003,-84.0,-42.0,-42.0,-29.0,-55.0,0.0,0.0,0.0,0.0,0.0,33.0,8.25,9.0,8.0,7.0,0.549833997312478,-1
T_6,2019-04-01 11:06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-116.0,-29.0,-29.0,-29.0,-29.0,-52.0,-13.0,-13.0,-11.0,-15.0,0.48001065984441826,1
T_1,2019-04-01 11:07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,29.0,29.0,29.0,29.0,11.0,5.5,5.5,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,29.0,29.0,29.0,29.0,11.0,5.5,5.5,4.0,7.0,0.4775151752081999,1
T_2,2019-04-01 11:07,228.6496,28.581200000000003,28.5666,28.1916,29.0,8.0,1.0,1.0,1.0,1.0,364.8492,30.4041,30.4416,29.791600000000003,30.9416,12.0,1.0,1.0,1.0,1.0,228.6496,28.581200000000003,28.5666,28.1916,29.0,8.0,1.0,1.0,1.0,1.0,306.8492,1.4040999999999997,1.441600000000001,0.7916000000000025,1.941600000000001,1.0,-4.5,-4.5,-3.0,-6.0,0.4900013331200346,1
T_3,2019-04-01 11:07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,29.0,29.0,29.0,29.0,27.0,5.4,5.0,4.0,7.0,-228.6496,-28.581200000000003,-28.5666,-28.1916,-29.0,-8.0,-1.0,-1.0,-1.0,-1.0,-219.8492,-1.4040999999999997,-1.441600000000001,-0.7916000000000025,-1.941600000000001,15.0,4.4,4.0,3.0,6.0,0.48250714233361025,1
T_6,2019-04-01 11:07,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,27.0,27.0,27.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,27.0,27.0,27.0,27.0,27.0,-145.0,-29.0,-29.0,-29.0,-29.0,-27.0,-5.4,-5.0,-4.0,-7.0,0.4900013331200346,1
T_9,2019-04-01 11:07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,27.0,27.0,27.0,27.0,27.0,-29.791600000000003,-29.791600000000003,-29.791600000000003,-29.791600000000003,-29.791600000000003,-27.0,-27.0,-27.0,-27.0,-27.0,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,27.0,27.0,27.0,27.0,27.0,0.4900013331200346,1
T_1,2019-04-01 11:08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,29.0,29.0,29.0,29.0,13.0,3.25,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.2084,-0.7916000000000025,-0.7916000000000025,-0.7916000000000025,-0.7916000000000025,-14.0,-23.75,-24.0,-24.0,-23.0,0.48250714233361025,1
T_1,2019-04-01 11:09,87.7916,29.26386666666667,29.0,29.0,29.791600000000003,100.0,33.333333333333336,31.0,30.0,39.0,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,36.0,36.0,36.0,36.0,36.0,87.7916,29.26386666666667,29.0,29.0,29.791600000000003,100.0,33.333333333333336,31.0,30.0,39.0,-86.2084,0.7916000000000025,0.7916000000000025,0.7916000000000025,0.7916000000000025,23.0,32.75,33.0,33.0,32.0,0.4900013331200346,1
T_2,2019-04-01 11:09,457.2991999999999,28.581200000000003,28.5666,28.1916,29.0,16.0,1.0,1.0,1.0,1.0,121.6164,30.4041,30.4416,29.791600000000003,30.9416,4.0,1.0,1.0,1.0,1.0,369.5075999999999,-0.6826666666666661,-0.4333999999999989,-0.8083999999999989,-0.7916000000000025,-84.0,-32.333333333333336,-30.0,-29.0,-38.0,91.8248,0.6124999999999972,0.6499999999999986,0.0,1.1499999999999986,-32.0,-35.0,-35.0,-35.0,-35.0,0.4900013331200346,1
T_3,2019-04-01 11:09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,29.0,29.0,29.0,29.0,9.0,2.25,2.0,2.0,3.0,-457.2991999999999,-28.581200000000003,-28.5666,-28.1916,-29.0,-16.0,-1.0,-1.0,-1.0,-1.0,-5.616399999999999,-1.4040999999999997,-1.441600000000001,-0.7916000000000025,-1.941600000000001,5.0,1.25,1.0,1.0,2.0,0.4900013331200346,1
T_6,2019-04-01 11:09,58.7916,29.3958,29.3958,29.0,29.791600000000003,107.0,53.5,53.5,29.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.7916,29.3958,29.3958,29.0,29.791600000000003,107.0,53.5,53.5,29.0,78.0,-116.0,-29.0,-29.0,-29.0,-29.0,-9.0,-2.25,-2.0,-2.0,-3.0,0.4900013331200346,1
T_9,2019-04-01 11:09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,29.0,29.0,29.0,78.0,78.0,78.0,78.0,78.0,-58.7916,-29.3958,-29.3958,-29.0,-29.791600000000003,-107.0,-53.5,-53.5,-29.0,-78.0,29.0,29.0,29.0,29.0,29.0,78.0,78.0,78.0,78.0,78.0,0.4900013331200346,1
T_1,2019-04-01 11:10,29.0,29.0,29.0,29.0,29.0,51.0,51.0,51.0,51.0,51.0,87.0,29.0,29.0,29.0,29.0,34.0,11.333333333333334,12.0,9.0,13.0,29.0,29.0,29.0,29.0,29.0,51.0,51.0,51.0,51.0,51.0,58.0,0.0,0.0,0.0,0.0,-44.0,-66.66666666666667,-66.0,-69.0,-65.0,0.4900013331200346,1
T_2,2019-04-01 11:10,143.3248,28.66496,28.6916,28.1916,29.0,5.0,1.0,1.0,1.0,1.0,121.6164,30.4041,30.4416,29.791600000000003,30.9416,4.0,1.0,1.0,1.0,1.0,114.32480000000001,-0.33503999999999934,-0.3083999999999989,-0.8083999999999989,0.0,-46.0,-50.0,-50.0,-50.0,-50.0,34.6164,1.4040999999999997,1.441600000000001,0.7916000000000025,1.941600000000001,-30.0,-10.333333333333334,-11.0,-8.0,-12.0,0.4900013331200346,1
T_6,2019-04-01 11:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-143.3248,-28.66496,-28.6916,-28.1916,-29.0,-5.0,-1.0,-1.0,-1.0,-1.0,-121.6164,-30.4041,-30.4416,-29.791600000000003,-30.9416,-4.0,-1.0,-1.0,-1.0,-1.0,0.4900013331200346,1
T_1,2019-04-01 11:11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4900013331200346,1
T_2,2019-04-01 11:11,313.9744,28.543127272727272,28.4416,28.1916,29.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.9744,28.543127272727272,28.4416,28.1916,29.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4900013331200346,1
T_3,2019-04-01 11:11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,29.0,29.0,29.0,11.0,11.0,11.0,11.0,11.0,-313.9744,-28.543127272727272,-28.4416,-28.1916,-29.0,-11.0,-1.0,-1.0,-1.0,-1.0,29.0,29.0,29.0,29.0,29.0,11.0,11.0,11.0,11.0,11.0,0.4900013331200346,1
T_1,2019-04-01 11:12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7916000000000025,0.7916000000000025,0.7916000000000025,0.7916000000000025,0.7916000000000025,19.0,19.0,19.0,19.0,19.0,0.4700359482354282,1
T_2,2019-04-01 11:12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,31.0,31.0,31.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4700359482354282,1
T_3,2019-04-01 11:12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.7916,29.1979,29.0,29.0,29.791600000000003,65.0,16.25,9.5,8.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,-0.5937000000000019,-0.7916000000000025,-0.7916000000000025,0.0,34.0,-14.75,-21.5,-23.0,7.0,0.4900013331200346,1
T_4,2019-04-01 11:12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.7916,29.1979,29.0,29.0,29.791600000000003,65.0,16.25,9.5,8.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7916000000000025,0.19790000000000063,0.0,0.0,0.7916000000000025,13.0,3.25,-3.5,-3.0,23.0,0.5049998333399998,-1
T_6,2019-04-01 11:12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.7916,29.1979,29.0,29.0,29.791600000000003,65.0,16.25,9.5,8.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5024999791668749,-1
T_9,2019-04-01 11:12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.7916,29.1979,29.0,29.0,29.791600000000003,65.0,16.25,9.5,8.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5024999791668749,-1
T_1,2019-04-01 11:13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-87.0,0.5937000000000019,0.7916000000000025,0.7916000000000025,0.0,-35.0,13.75,20.5,22.0,-8.0,0.4900013331200346,1
T_2,2019-04-01 11:13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,26.0,26.0,26.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-4.0,-4.0,-4.0,-4.0,0.4675456936126812,1
T_4,2019-04-01 11:13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,26.0,26.0,26.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-87.0,0.5937000000000019,0.7916000000000025,0.7916000000000025,0.0,-39.0,9.75,16.5,18.0,-12.0,0.52497918747894,-1
T_9,2019-04-01 11:13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,26.0,26.0,26.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47502081252106,-1
T_1,2019-04-01 11:14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,29.0,29.0,29.0,29.0,19.0,9.5,9.5,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.208399999999997,-0.7916000000000025,-0.7916000000000025,-0.7916000000000025,-0.7916000000000025,-7.0,-16.5,-16.5,-17.0,-16.0,0.4650570548417855,1
T_1,2019-04-01 11:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58.0,-29.0,-29.0,-29.0,-29.0,-19.0,-9.5,-9.5,-9.0,-10.0,0.48001065984441826,1
T_1,2019-04-01 11:17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,29.0,29.0,29.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,29.0,29.0,29.0,8.0,8.0,8.0,8.0,8.0,0.48001065984441826,1
T_1,2019-04-01 11:18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.0,-29.0,-29.0,-29.0,-29.0,-8.0,-8.0,-8.0,-8.0,-8.0,0.4850044983805899,1
T_2,2019-04-01 11:23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,1.0,1.0,1.0,1.0,1.0,0.4900013331200346,1
T_2,2019-04-01 11:25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1916,30.1916,30.1916,30.1916,30.1916,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999986,0.3999999999999986,0.3999999999999986,0.3999999999999986,0.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.4775151752081999,1
T_2,2019-04-01 11:26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.6332,30.8166,30.8166,30.6916,30.9416,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.4416,0.625,0.625,0.5,0.75,1.0,0.0,0.0,0.0,0.0,0.47502081252106,1
T_1,2019-04-01 11:27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61.6332,-30.8166,-30.8166,-30.6916,-30.9416,-2.0,-1.0,-1.0,-1.0,-1.0,0.4900013331200346,1
T_2,2019-04-01 11:27,228.6496,28.581200000000003,28.5666,28.1916,29.0,8.0,1.0,1.0,1.0,1.0,121.6164,30.4041,30.4416,29.791600000000003,30.9416,4.0,1.0,1.0,1.0,1.0,228.6496,28.581200000000003,28.5666,28.1916,29.0,8.0,1.0,1.0,1.0,1.0,121.6164,30.4041,30.4416,29.791600000000003,30.9416,4.0,1.0,1.0,1.0,1.0,0.4900013331200346,1
T_3,2019-04-01 11:27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,29.0,29.0,29.0,8.0,8.0,8.0,8.0,8.0,-228.6496,-28.581200000000003,-28.5666,-28.1916,-29.0,-8.0,-1.0,-1.0,-1.0,-1.0,-92.6164,-1.4040999999999997,-1.441600000000001,-0.7916000000000025,-1.941600000000001,4.0,7.0,7.0,7.0,7.0,0.47502081252106,1
T_1,2019-04-01 11:28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.0,-29.0,-29.0,-29.0,-29.0,-8.0,-8.0,-8.0,-8.0,-8.0,0.4850044983805899,1
T_2,2019-04-01 11:28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4900013331200346,1
T_3,2019-04-01 11:28,87.7916,29.26386666666667,29.0,29.0,29.791600000000003,106.0,35.333333333333336,35.0,33.0,38.0,87.7916,29.26386666666667,29.0,29.0,29.791600000000003,50.0,16.666666666666668,7.0,6.0,37.0,87.7916,29.26386666666667,29.0,29.0,29.791600000000003,106.0,35.333333333333336,35.0,33.0,38.0,87.7916,29.26386666666667,29.0,29.0,29.791600000000003,50.0,16.666666666666668,7.0,6.0,37.0,0.4900013331200346,1
T_6,2019-04-01 11:28,58.7916,29.3958,29.3958,29.0,29.791600000000003,145.0,72.5,72.5,31.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.0,0.13193333333333257,0.39580000000000126,0.0,0.0,39.0,37.166666666666664,37.5,-2.0,76.0,-87.7916,-29.26386666666667,-29.0,-29.0,-29.791600000000003,-50.0,-16.666666666666668,-7.0,-6.0,-37.0,0.4900013331200346,1
T_4,2019-04-01 11:29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,29.0,29.0,29.0,114.0,114.0,114.0,114.0,114.0,-58.7916,-29.3958,-29.3958,-29.0,-29.791600000000003,-145.0,-72.5,-72.5,-31.0,-114.0,29.0,29.0,29.0,29.0,29.0,114.0,114.0,114.0,114.0,114.0,0.4900013331200346,1
T_1,2019-04-01 11:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.0,-29.0,-29.0,-29.0,-29.0,-114.0,-114.0,-114.0,-114.0,-114.0,0.4900013331200346,1
T_2,2019-04-01 11:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4900013331200346,1
T_4,2019-04-01 11:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.791600000000003,-29.791600000000003,-29.791600000000003,-29.791600000000003,-29.791600000000003,-26.0,-26.0,-26.0,-26.0,-26.0,0.5174928576663897,-1
T_6,2019-04-01 11:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4900013331200346,1
T_4,2019-04-01 11:31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4875026035157896,-1
T_6,2019-04-01 11:31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4900013331200346,1
T_3,2019-04-01 11:32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,31.0,31.0,31.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,31.0,31.0,31.0,31.0,31.0,0.4900013331200346,1
T_4,2019-04-01 11:32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,31.0,31.0,31.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,31.0,31.0,31.0,31.0,31.0,0.5299640517645717,-1
T_2,2019-04-01 11:33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,38.0,38.0,38.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,0.48001065984441826,1
T_4,2019-04-01 11:34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,38.0,38.0,38.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,0.5099986668799655,-1
T_1,2019-04-01 11:36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,29.791600000000003,39.0,39.0,39.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4850044983805899,1
T_1,2019-04-01 11:38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.5832,29.527733333333334,29.791600000000003,29.0,29.791600000000003,75.0,25.0,29.0,16.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.7916,-0.2638666666666687,0.0,-0.7916000000000025,0.0,36.0,-14.0,-10.0,-23.0,-9.0,0.4900013331200346,1
