trader,timestamp,a1_sum_buy,a1_mean_buy,a1_median_buy,a1_min_buy,a1_max_buy,a1_vol_sum_buy,a1_vol_mean_buy,a1_vol_median_buy,a1_vol_min_buy,a1_vol_max_buy, a1_sum_sell,a1_mean_sell,a1_median_sell,a1_min_sell,a1_max_sell,a1_vol_sum_sell,a1_vol_mean_sell,a1_vol_median_sell,a1_vol_min_sell,a1_vol_max_sell,diff_a1_sum_buy,diff_a1_mean_buy,diff_a1_median_buy,diff_a1_min_buy,diff_a1_max_buy,diff_a1_vol_sum_buy,diff_a1_vol_mean_buy,diff_a1_vol_median_buy,diff_a1_vol_min_buy,diff_a1_vol_max_buy, diff_a1_sum_sell,diff_a1_mean_sell,diff_a1_median_sell,diff_a1_min_sell,diff_a1_max_sell,diff_a1_vol_sum_sell,diff_a1_vol_mean_sell,diff_a1_vol_median_sell,diff_a1_vol_min_sell,diff_a1_vol_max_sell,severity,labels
T_3,2019-04-01 11:12:44,-0.5107043214600361,-0.539244959759575,-0.539244959759575,-0.5391726671663334,-0.5393096223436417,-0.22708617425624403,-0.220709412298307,-0.220709412298307,-0.220709412298307,-0.220709412298307,0.8906751717522495,1.1065050660722031,1.1065050660722031,1.1078384800871983,1.1051629291729617,2.820788099240228,2.82185748956235,2.82185748956235,2.82185748956235,2.82185748956235,0.003720543909193099,0.005066851007063983,0.005066851007063983,0.005069941268284223,0.005063591074837232,0.0057194675475611915,0.005733799427959728,0.005733799427959728,0.005733799427959728,0.005733799427959728,1.3453668744034348,1.4958943672837892,1.4958943672837892,1.4961286414579695,1.4956416117831524,2.655507873723442,2.6560870163524193,2.6560870163524193,2.6560870163524193,2.6560870163524193,0.997624099433555,1
T_6,2019-04-01 11:12:44,-0.44797765281264446,-0.4615206526857554,-0.4615206526857554,-0.46150552312021303,-0.46153475863833693,-0.17954616302234622,-0.1782363742268978,-0.1782363742268978,-0.1782363742268978,-0.1782363742268978,0.9648991818276033,0.9966009961475625,0.9966009961475625,0.9967810329262544,0.9964195667993359,1.5977019752212258,1.597740194103148,1.597740194103148,1.597740194103148,1.597740194103148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5546022530329897,1.5772159900852365,1.5772159900852365,1.5772153694522046,1.577213507557586,2.2038720239282568,2.203914667635066,2.203914667635066,2.203914667635066,2.203914667635066,0.9959701976299002,-1
